Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Habitat,Year,Date,Start_Time,End_Time,Month,Month_Name,Day,Day_Of_Week,Observation_Hour,Observation_Duration_Min,Season,Observer,Visit,Interval_Length,ID_Method,Distance,Distance_Category,Distance_Standardized,Flyover_Observed,Sex,Sex_Standardized,Common_Name,Scientific_Name,AcceptedTSN,Taxon_Code,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Conservation_Priority,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Previously_Obs,Source_Sheet
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Visualization,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Warbling Vireo,Vireo gilvus,179023,93589,WAVI,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Eastern Towhee,Pipilo erythrophthalmus,179276,83803,EATO,False,True,Regional Stewardship Only,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Calling,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,False,True,Regional Stewardship Only,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Visualization,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,False,True,Regional Stewardship Only,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,False,ANTI
ANTI,,,ANTI-0008,Grassland,Grassland,2018,2018-05-23,07:19:00,07:29:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Male,Male,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,False,False,Standard / Secure,23.8999996185303,74.1999969482422,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Male,Male,Eastern Bluebird,Sialia sialis,179801,87184,EABL,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,False,True,Regional Stewardship Only,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Visualization,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Barn Swallow,Hirundo rustica,178448,87409,BARS,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,7.5 - 10 min,Visualization,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Chimney Swift,Chaetura pelagica,178001,83046,CHSW,False,True,Regional Stewardship Only,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Male,Male,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,False,True,Regional Stewardship Only,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,True,False,ANTI
ANTI,,,ANTI-0016,Grassland,Grassland,2018,2018-05-23,07:34:00,07:44:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,False,False,Standard / Secure,23.5,56.2000007629395,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Male,Male,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Male,Male,Red-winged Blackbird,Agelaius phoeniceus,179045,93613,RWBL,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,7.5 - 10 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,American Goldfinch,Carduelis tristis,179236,95286,AMGO,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Male,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,False,True,Regional Stewardship Only,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,House Wren,Troglodytes aedon,178541,88306,HOWR,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Calling,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,2.5 - 5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Tree Swallow,Tachycineta bicolor,178431,87391,TRES,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Male,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,7.5 - 10 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Female,Female,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Northern Mockingbird,Mimus polyglottos,178620,88394,NOMO,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
ANTI,,,ANTI-0015,Grassland,Grassland,2018,2018-05-23,07:53:00,08:03:00,5,May,23,Wednesday,7,10.0,Spring (Breeding Early),Elizabeth Oswald,1,5 - 7.5 min,Visualization,,Flyover / Unrecorded,Not Recorded / Flyover,True,Undetermined,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,False,False,Standard / Secure,25.2000007629395,56.0,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,False,ANTI
